Key,English,French
PROPITEM_TXT_725075,Magical Kid Red Hat (M),Magical Kid Red Hat (M)
PROPITEM_TXT_725076,Magical Kid Red Suit (M),Magical Kid Red Suit (M)
PROPITEM_TXT_725077,Magical Kid Red Shoes (M),Magical Kid Red Shoes (M)
PROPITEM_TXT_725078,Magical Kid Red Hands (M),Magical Kid Red Hands (M)
PROPITEM_TXT_725079,Magical Kid 2% Red Set (F),Magical Kid 2% Red Set (F)
PROPITEM_TXT_725080,The Magical Kid 2% Red Set for female characters.,The Magical Kid 2% Red Set for female characters.
PROPITEM_TXT_725081,Magical Kid Red Hat (F),Magical Kid Red Hat (F)
PROPITEM_TXT_725082,Magical Kid Red Suit (F),Magical Kid Red Suit (F)
PROPITEM_TXT_725083,Magical Kid Red Shoes (F),Magical Kid Red Shoes (F)
PROPITEM_TXT_725084,Magical Kid Red Hands (F),Magical Kid Red Hands (F)
PROPITEM_TXT_725085,Magical Kid Red Cloak,Magical Kid Red Cloak
PROPITEM_TXT_725086,Magical Kid Red Glasses,Magical Kid Red Glasses
PROPITEM_TXT_725087,Magical Kid 2% Dark Set,Magical Kid 2% Dark Set
PROPITEM_TXT_725088,Magical Kid 2% Dark Set (M),Magical Kid 2% Dark Set (M)
PROPITEM_TXT_725089,The Magical Kid 2% Dark Set for male characters.,The Magical Kid 2% Dark Set for male characters.
PROPITEM_TXT_725090,Magical Kid Dark Hat (M),Magical Kid Dark Hat (M)
PROPITEM_TXT_725091,Magical Kid Dark Suit (M),Magical Kid Dark Suit (M)
PROPITEM_TXT_725092,Magical Kid Dark Shoes (M),Magical Kid Dark Shoes (M)
PROPITEM_TXT_725093,Magical Kid Dark Hands (M),Magical Kid Dark Hands (M)
PROPITEM_TXT_725094,Magical Kid 2% Dark Set (F),Magical Kid 2% Dark Set (F)
PROPITEM_TXT_725095,The Magical Kid 2% Dark Set for female characters.,The Magical Kid 2% Dark Set for female characters.
PROPITEM_TXT_725096,Magical Kid Dark Hat (F),Magical Kid Dark Hat (F)
PROPITEM_TXT_725097,Magical Kid Dark Suit (F),Magical Kid Dark Suit (F)
PROPITEM_TXT_725098,Magical Kid Dark Shoes (F),Magical Kid Dark Shoes (F)
PROPITEM_TXT_725099,Magical Kid Dark Hands (F),Magical Kid Dark Hands (F)
PROPITEM_TXT_725100,Magical Kid Dark Cloak,Magical Kid Dark Cloak
PROPITEM_TXT_725101,Magical Kid Dark Glasses,Magical Kid Dark Glasses
PROPITEM_TXT_725102,Magical Kid Costume Lucky Box,Magical Kid Costume Lucky Box
PROPITEM_TXT_725103,This box contains a Magical Kid Set with Speed Bonus. You can select your gender after opening the Lucky Box.,This box contains a Magical Kid Set with Speed Bonus. You can select your gender after opening the Lucky Box.
PROPITEM_TXT_725104,Blue Magical Toad,Blue Magical Toad
PROPITEM_TXT_725105,"A shimmering magical toad hopping through an enchanted forest, collecting sparkling dewdrops with its delicate webbed feet.","A shimmering magical toad hopping through an enchanted forest, collecting sparkling dewdrops with its delicate webbed feet."
PROPITEM_TXT_725106,Pink Magical Toad,Pink Magical Toad
PROPITEM_TXT_725107,Orange Magical Toad,Orange Magical Toad
PROPITEM_TXT_725108,Green Magical Toad,Green Magical Toad
PROPITEM_TXT_725109,Red Magical Toad,Red Magical Toad
PROPITEM_TXT_725110,Dark Magical Toad,Dark Magical Toad
PROPITEM_TXT_132140,[Event] Softshell Crab,[Event] Softshell Crab
PROPITEM_TXT_132141,Drops when you kill a Creper monster in an event dungeon.,Drops when you kill a Creper monster in an event dungeon.
PROPITEM_TXT_132142,[Event] Crab Meat,[Event] Crab Meat
PROPITEM_TXT_132143,This Crab Meat gives you various buffs,This Crab Meat gives you various buffs
PROPITEM_TXT_132144,[Event] Catalyst,[Event] Catalyst
PROPITEM_TXT_132145,It contains contents that seem to make anything great.\nIt is known to be especially effective in making seashells shine.,It contains contents that seem to make anything great.\nIt is known to be especially effective in making seashells shine.
PROPITEM_TXT_132146,[Event] Low Catalyst,[Event] Low Catalyst
PROPITEM_TXT_132147,It contains chemicals that seem to make anything look great.\nIt is known to be especially effective in making seashells shine.,It contains chemicals that seem to make anything look great.\nIt is known to be especially effective in making seashells shine.
PROPITEM_TXT_132148,[Event] Red Sea Shell,[Event] Red Sea Shell
PROPITEM_TXT_132149,[Event] Yellow Sea Shell,[Event] Yellow Sea Shell
PROPITEM_TXT_132150,[Event] Blue Sea Shell,[Event] Blue Sea Shell
PROPITEM_TXT_132151,"A colorful sea shell commonly found in the sea. It becomes even more beautiful by upgrading with catalyst, and can be traded for valuable items.","A colorful sea shell commonly found in the sea. It becomes even more beautiful by upgrading with catalyst, and can be traded for valuable items."
PROPITEM_TXT_132250,[Event] Anna's Gift Box,[Event] Anna's Gift Box
PROPITEM_TXT_132251,Anna's Gift Box. You can earn 1 out of various rewards,Anna's Gift Box. You can earn 1 out of various rewards
PROPITEM_TXT_132252,Red Earless Seal,Red Earless Seal
PROPITEM_TXT_132253,Purple Earless Seal,Purple Earless Seal
PROPITEM_TXT_132254,Burgundy Earless Seal,Burgundy Earless Seal
PROPITEM_TXT_132255,Pink Earless Seal,Pink Earless Seal
PROPITEM_TXT_132256,Orange Earless Seal,Orange Earless Seal
PROPITEM_TXT_132257,Blue Earless Seal,Blue Earless Seal
PROPITEM_TXT_132258,White Earless Seal,White Earless Seal
PROPITEM_TXT_132259,Earless seal follows his master around and pick up droopped items.,Earless seal follows his master around and pick up droopped items.
PROPITEM_TXT_725111,Magic Clock of Leren Chasm (5 Min),Magic Clock of Leren Chasm (5 Min)
PROPITEM_TXT_725112,Re-entry cooldown for Leren Chasm has been reduced by 5 minutes.\nThis item's number of uses today is shared with other Leren Chasm magic clocks.,Re-entry cooldown for Leren Chasm has been reduced by 5 minutes.\nThis item's number of uses today is shared with other Leren Chasm magic clocks.
PROPITEM_TXT_725113,Magic Clock of Leren Chasm (10 Min),Magic Clock of Leren Chasm (10 Min)
PROPITEM_TXT_725114,Re-entry cooldown for Leren Chasm has been reduced by 10 minutes.\nThis item's number of uses today is shared with other Leren Chasm magic clocks.,Re-entry cooldown for Leren Chasm has been reduced by 10 minutes.\nThis item's number of uses today is shared with other Leren Chasm magic clocks.
PROPITEM_TXT_725115,Magic Clock of Rhisis Catacombs (5 Min),Magic Clock of Rhisis Catacombs (5 Min)
PROPITEM_TXT_725116,Re-entry cooldown for Rhisis Catacombs has been reduced by 5 minutes.\nThis item's number of uses today is shared with other Rhisis Catacombsm magic clocks.,Re-entry cooldown for Rhisis Catacombs has been reduced by 5 minutes.\nThis item's number of uses today is shared with other Rhisis Catacombsm magic clocks.
PROPITEM_TXT_725117,Magic Clock of Rhisis Catacombs (10 Min),Magic Clock of Rhisis Catacombs (10 Min)
PROPITEM_TXT_725118,Re-entry cooldown for Rhisis Catacombs has been reduced by 10 minutes.\nThis item's number of uses today is shared with other Rhisis Catacombs magic clocks.,Re-entry cooldown for Rhisis Catacombs has been reduced by 10 minutes.\nThis item's number of uses today is shared with other Rhisis Catacombs magic clocks.
PROPITEM_TXT_725119,Magic Clock of Envy Depths (5 Min),Magic Clock of Envy Depths (5 Min)
PROPITEM_TXT_725120,Re-entry cooldown for Envy Depths has been reduced by 5 minutes.\nThis item's number of uses today is shared with other Envy Depths magic clocks.,Re-entry cooldown for Envy Depths has been reduced by 5 minutes.\nThis item's number of uses today is shared with other Envy Depths magic clocks.
PROPITEM_TXT_725121,Magic Clock of Envy Depths (10 Min),Magic Clock of Envy Depths (10 Min)
PROPITEM_TXT_725122,Re-entry cooldown for Envy Depths has been reduced by 10 minutes.\nThis item's number of uses today is shared with other Envy Depths magic clocks.,Re-entry cooldown for Envy Depths has been reduced by 10 minutes.\nThis item's number of uses today is shared with other Envy Depths magic clocks.
PROPITEM_TXT_725123,Magic Clock of Guardiane Sanctuary (5 Min),Magic Clock of Guardiane Sanctuary (5 Min)
PROPITEM_TXT_725124,Re-entry cooldown for Guardiane Sanctuary has been reduced by 5 minutes.\nThis item's number of uses today is shared with other Guardiane Sanctuary magic clocks.,Re-entry cooldown for Guardiane Sanctuary has been reduced by 5 minutes.\nThis item's number of uses today is shared with other Guardiane Sanctuary magic clocks.
PROPITEM_TXT_725125,Magic Clock of Guardiane Sanctuary (10 Min),Magic Clock of Guardiane Sanctuary (10 Min)
PROPITEM_TXT_725126,Re-entry cooldown for Guardiane Sanctuary has been reduced by 10 minutes.\nThis item's number of uses today is shared with other Guardiane Sanctuary magic clocks.,Re-entry cooldown for Guardiane Sanctuary has been reduced by 10 minutes.\nThis item's number of uses today is shared with other Guardiane Sanctuary magic clocks.
PROPITEM_TXT_725127,Magic Clock of Storm Peak (5 Min),Magic Clock of Storm Peak (5 Min)
PROPITEM_TXT_725128,Re-entry cooldown for Storm Peak has been reduced by 5 minutes.\nThis item's number of uses today is shared with other Storm Peak magic clocks.,Re-entry cooldown for Storm Peak has been reduced by 5 minutes.\nThis item's number of uses today is shared with other Storm Peak magic clocks.
PROPITEM_TXT_725129,Magic Clock of Storm Peak (10 Min),Magic Clock of Storm Peak (10 Min)
PROPITEM_TXT_725130,Re-entry cooldown for Storm Peak has been reduced by 10 minutes.\nThis item's number of uses today is shared with other Storm Peak magic clocks.,Re-entry cooldown for Storm Peak has been reduced by 10 minutes.\nThis item's number of uses today is shared with other Storm Peak magic clocks.
PROPITEM_TXT_725131,Magic Clock of The Wilds (5 Min),Magic Clock of The Wilds (5 Min)
PROPITEM_TXT_725132,Re-entry cooldown for The Wilds has been reduced by 5 minutes.\nThis item's number of uses today is shared with other The Wilds magic clocks.,Re-entry cooldown for The Wilds has been reduced by 5 minutes.\nThis item's number of uses today is shared with other The Wilds magic clocks.
PROPITEM_TXT_725133,Magic Clock of The Wilds (10 Min),Magic Clock of The Wilds (10 Min)
PROPITEM_TXT_725134,Re-entry cooldown for The Wilds has been reduced by 10 minutes.\nThis item's number of uses today is shared with other The Wilds magic clocks.,Re-entry cooldown for The Wilds has been reduced by 10 minutes.\nThis item's number of uses today is shared with other The Wilds magic clocks.
PROPITEM_TXT_725135,Adventurer's Consumable Package,Adventurer's Consumable Package
PROPITEM_TXT_725136,"A package containing 10x Upcut Stone, 10x Activition, 10x Vital Drink X or Refresher Hold and 10x Scroll of Return Town. All items are also linked.","A package containing 10x Upcut Stone, 10x Activition, 10x Vital Drink X or Refresher Hold and 10x Scroll of Return Town. All items are also linked."
PROPITEM_TXT_725137,PickUp Pet Package II,PickUp Pet Package II
PROPITEM_TXT_725138,A package containing 1x Baby Penguin and 1x Scroll of PickUp Boost (15 Days). All items are also linked.,A package containing 1x Baby Penguin and 1x Scroll of PickUp Boost (15 Days). All items are also linked.
PROPITEM_TXT_725139,Gift of the Champion (3 Days),Gift of the Champion (3 Days)
PROPITEM_TXT_725140,"A package containing 1x Champion's Bounty Flask (3 Days), 3x Power Scroll, 5x Vital Drink X or Refresher Hold and 10x Activition. All items are also linked.","A package containing 1x Champion's Bounty Flask (3 Days), 3x Power Scroll, 5x Vital Drink X or Refresher Hold and 10x Activition. All items are also linked."
PROPITEM_TXT_725141,Gift of the Champion (15 Days),Gift of the Champion (15 Days)
PROPITEM_TXT_725142,"A package containing 1x Champion's Bounty Flask (15 Days), 3x Charged Power Scroll, 10x Vital Drink X or Refresher Hold and 10x Activition. All items are also linked.","A package containing 1x Champion's Bounty Flask (15 Days), 3x Charged Power Scroll, 10x Vital Drink X or Refresher Hold and 10x Activition. All items are also linked."
PROPITEM_TXT_725143,Gift of the Champion (30 Days),Gift of the Champion (30 Days)
PROPITEM_TXT_725144,"A package containing 1x Champion's Bounty Flask (30 Days), 5x Super Charged Power Scroll, 10x Vital Drink X or Refresher Hold and 10x Activition. All items are also linked.","A package containing 1x Champion's Bounty Flask (30 Days), 5x Super Charged Power Scroll, 10x Vital Drink X or Refresher Hold and 10x Activition. All items are also linked."
PROPITEM_TXT_725145,Luxury Housing Pack,Pack d'Aménagement de Luxe
PROPITEM_TXT_725146,Luxury Housing Pack,Pack d'Aménagement de Luxe
PROPITEM_TXT_725147,Luxury Housing Pack,Pack d'Aménagement de Luxe
PROPITEM_TXT_725148,Magical Kid Blue Sword,Magical Kid Blue Sword
PROPITEM_TXT_725149,Magical Kid Pink Sword,Magical Kid Pink Sword
PROPITEM_TXT_725150,Magical Kid Orange Sword,Magical Kid Orange Sword
PROPITEM_TXT_725151,Magical Kid Green Sword,Magical Kid Green Sword
PROPITEM_TXT_725152,Magical Kid Red Sword,Magical Kid Red Sword
PROPITEM_TXT_725153,Magical Kid Dark Sword,Magical Kid Dark Sword
PROPITEM_TXT_725154,Magical Kid Blue Wand,Magical Kid Blue Wand
PROPITEM_TXT_725155,Magical Kid Pink Wand,Magical Kid Pink Wand
PROPITEM_TXT_725156,Magical Kid Orange Wand,Magical Kid Orange Wand
PROPITEM_TXT_725157,Magical Kid Green Wand,Magical Kid Green Wand
PROPITEM_TXT_725158,Magical Kid Red Wand,Magical Kid Red Wand
PROPITEM_TXT_725159,Magical Kid Dark Wand,Magical Kid Dark Wand
PROPITEM_TXT_725160,Magical Kid Blue Book,Magical Kid Blue Book
PROPITEM_TXT_725161,Magical Kid Pink Book,Magical Kid Pink Book
PROPITEM_TXT_725162,Magical Kid Orange Book,Magical Kid Orange Book
PROPITEM_TXT_725163,Magical Kid Green Book,Magical Kid Green Book
PROPITEM_TXT_725164,Magical Kid Red Book,Magical Kid Red Book
PROPITEM_TXT_725165,Magical Kid Dark Book,Magical Kid Dark Book
PROPITEM_TXT_725166,Magical Kid Blue Sword/Wand,Magical Kid Blue Sword/Wand
PROPITEM_TXT_725167,Magical Kid Pink Sword/Wand,Magical Kid Pink Sword/Wand
PROPITEM_TXT_725168,Magical Kid Orange Sword/Wand,Magical Kid Orange Sword/Wand
PROPITEM_TXT_725169,Magical Kid Green Sword/Wand,Magical Kid Green Sword/Wand
PROPITEM_TXT_725170,Magical Kid Red Sword/Wand,Magical Kid Red Sword/Wand
PROPITEM_TXT_725171,Magical Kid Dark Sword/Wand,Magical Kid Dark Sword/Wand
PROPITEM_TXT_725172,Select between a wand or a sword,Select between a wand or a sword
PROPITEM_TXT_725173,Luxury Chandelier Single Pack,Luxury Chandelier Single Pack
PROPITEM_TXT_725174,Luxury Table Single Pack,Luxury Table Single Pack
PROPITEM_TXT_725175,Luxury Dressing Table Single Pack,Luxury Dressing Table Single Pack
PROPITEM_TXT_725176,Luxury Wardrobe Single Pack,Luxury Wardrobe Single Pack
PROPITEM_TXT_725177,Luxury Bookcase Single Pack,Luxury Bookcase Single Pack
PROPITEM_TXT_725178,Luxury Sofa Single Pack,Luxury Sofa Single Pack
PROPITEM_TXT_725179,Luxury Armchair Single Pack,Luxury Armchair Single Pack
PROPITEM_TXT_725180,Luxury Chair Single Pack,Luxury Chair Single Pack
PROPITEM_TXT_725181,Luxury Bed Single Pack,Luxury Bed Single Pack
PROPITEM_TXT_725182,Cloak of Algeria,Cloak of Algeria
PROPITEM_TXT_725183,This Cloak has a full length depiction of the flag of Algeria on it.,This Cloak has a full length depiction of the flag of Algeria on it.
PROPITEM_TXT_725184,Cloak of Egypt,Cloak of Egypt
PROPITEM_TXT_725185,This Cloak has a full length depiction of the flag of Egypt on it.,This Cloak has a full length depiction of the flag of Egypt on it.
PROPITEM_TXT_725186,Cloak of India,Cloak of India
PROPITEM_TXT_725187,This Cloak has a full length depiction of the flag of India on it.,This Cloak has a full length depiction of the flag of India on it.
PROPITEM_TXT_725188,Cloak of Indonesia,Cloak of Indonesia
PROPITEM_TXT_725189,This Cloak has a full length depiction of the flag of Indonesia on it.,This Cloak has a full length depiction of the flag of Indonesia on it.
PROPITEM_TXT_725190,Cloak of Morocco,Cloak of Morocco
PROPITEM_TXT_725191,This Cloak has a full length depiction of the flag of Morocco on it.,This Cloak has a full length depiction of the flag of Morocco on it.
PROPITEM_TXT_725192,Cloak of Sweden,Cloak of Sweden
PROPITEM_TXT_725193,This Cloak has a full length depiction of the flag of Sweden on it.,This Cloak has a full length depiction of the flag of Sweden on it.
PROPITEM_TXT_725194,Cloak of Tunisia,Cloak of Tunisia
PROPITEM_TXT_725195,This Cloak has a full length depiction of the flag of Tunisia on it.,This Cloak has a full length depiction of the flag of Tunisia on it.
PROPITEM_TXT_725196,Cloak of Turkey,Cloak of Turkey
PROPITEM_TXT_725197,This Cloak has a full length depiction of the flag of Turkey on it.,This Cloak has a full length depiction of the flag of Turkey on it.
PROPITEM_TXT_725198,Big Wave Surfing Red Set,Big Wave Surfing Red Set
PROPITEM_TXT_725199,Big Wave Surfing Red Set (M),Big Wave Surfing Red Set (M)
PROPITEM_TXT_725200,The Big Wave Surfing Red Set for male characters.,The Big Wave Surfing Red Set for male characters.
PROPITEM_TXT_725201,Big Wave Surfing Red Hat (M),Big Wave Surfing Red Hat (M)
PROPITEM_TXT_725202,Big Wave Surfing Red Suit (M),Big Wave Surfing Red Suit (M)
PROPITEM_TXT_725203,Big Wave Surfing Red Shoes (M),Big Wave Surfing Red Shoes (M)
PROPITEM_TXT_725204,Big Wave Surfing Red Set (F),Big Wave Surfing Red Set (F)
PROPITEM_TXT_725205,The Big Wave Surfing Red Set for female characters.,The Big Wave Surfing Red Set for female characters.
PROPITEM_TXT_725206,Big Wave Surfing Red Hat (F),Big Wave Surfing Red Hat (F)
PROPITEM_TXT_725207,Big Wave Surfing Red Suit (F),Big Wave Surfing Red Suit (F)
PROPITEM_TXT_725208,Big Wave Surfing Red Shoes (F),Big Wave Surfing Red Shoes (F)
PROPITEM_TXT_725209,Big Wave Surfing Red Surf,Big Wave Surfing Red Surf
PROPITEM_TXT_725210,Big Wave Surfing 10% Purple Set,Big Wave Surfing 10% Purple Set
PROPITEM_TXT_725211,Big Wave Surfing 10% Purple Set (M),Big Wave Surfing 10% Purple Set (M)
PROPITEM_TXT_725212,The Big Wave Surfing 10% Purple Set for male characters.,The Big Wave Surfing 10% Purple Set for male characters.
PROPITEM_TXT_725213,Big Wave Surfing Purple Hat (M),Big Wave Surfing Purple Hat (M)
PROPITEM_TXT_725214,Big Wave Surfing Purple Suit (M),Big Wave Surfing Purple Suit (M)
PROPITEM_TXT_725215,Big Wave Surfing Purple Shoes (M),Big Wave Surfing Purple Shoes (M)
PROPITEM_TXT_725216,Big Wave Surfing 10% Purple Set (F),Big Wave Surfing 10% Purple Set (F)
PROPITEM_TXT_725217,The Big Wave Surfing 10% Purple Set for female characters.,The Big Wave Surfing 10% Purple Set for female characters.
PROPITEM_TXT_725218,Big Wave Surfing Purple Hat (F),Big Wave Surfing Purple Hat (F)
PROPITEM_TXT_725219,Big Wave Surfing Purple Suit (F),Big Wave Surfing Purple Suit (F)
PROPITEM_TXT_725220,Big Wave Surfing Purple Shoes (F),Big Wave Surfing Purple Shoes (F)
PROPITEM_TXT_725221,Big Wave Surfing Purple Surf,Big Wave Surfing Purple Surf
PROPITEM_TXT_725222,Big Wave Surfing 8% Burgundy Set,Big Wave Surfing 8% Burgundy Set
PROPITEM_TXT_725223,Big Wave Surfing 8% Burgundy Set (M),Big Wave Surfing 8% Burgundy Set (M)
PROPITEM_TXT_725224,The Big Wave Surfing 8% Burgundy Set for male characters.,The Big Wave Surfing 8% Burgundy Set for male characters.
PROPITEM_TXT_725225,Big Wave Surfing Burgundy Hat (M),Big Wave Surfing Burgundy Hat (M)
PROPITEM_TXT_725226,Big Wave Surfing Burgundy Suit (M),Big Wave Surfing Burgundy Suit (M)
PROPITEM_TXT_725227,Big Wave Surfing Burgundy Shoes (M),Big Wave Surfing Burgundy Shoes (M)
PROPITEM_TXT_725228,Big Wave Surfing 8% Burgundy Set (F),Big Wave Surfing 8% Burgundy Set (F)
PROPITEM_TXT_725229,The Big Wave Surfing 8% Burgundy Set for female characters.,The Big Wave Surfing 8% Burgundy Set for female characters.
PROPITEM_TXT_725230,Big Wave Surfing Burgundy Hat (F),Big Wave Surfing Burgundy Hat (F)
PROPITEM_TXT_725231,Big Wave Surfing Burgundy Suit (F),Big Wave Surfing Burgundy Suit (F)
PROPITEM_TXT_725232,Big Wave Surfing Burgundy Shoes (F),Big Wave Surfing Burgundy Shoes (F)
PROPITEM_TXT_725233,Big Wave Surfing Burgundy Surf,Big Wave Surfing Burgundy Surf
PROPITEM_TXT_725234,Big Wave Surfing 6% Pink Set,Big Wave Surfing 6% Pink Set
PROPITEM_TXT_725235,Big Wave Surfing 6% Pink Set (M),Big Wave Surfing 6% Pink Set (M)
PROPITEM_TXT_725236,The Big Wave Surfing 6% Pink Set for male characters.,The Big Wave Surfing 6% Pink Set for male characters.
PROPITEM_TXT_725237,Big Wave Surfing Pink Hat (M),Big Wave Surfing Pink Hat (M)
PROPITEM_TXT_725238,Big Wave Surfing Pink Suit (M),Big Wave Surfing Pink Suit (M)
PROPITEM_TXT_725239,Big Wave Surfing Pink Shoes (M),Big Wave Surfing Pink Shoes (M)
PROPITEM_TXT_725240,Big Wave Surfing 6% Pink Set (F),Big Wave Surfing 6% Pink Set (F)
PROPITEM_TXT_725241,The Big Wave Surfing 6% Pink Set for female characters.,The Big Wave Surfing 6% Pink Set for female characters.
PROPITEM_TXT_725242,Big Wave Surfing Pink Hat (F),Big Wave Surfing Pink Hat (F)
PROPITEM_TXT_725243,Big Wave Surfing Pink Suit (F),Big Wave Surfing Pink Suit (F)
PROPITEM_TXT_725244,Big Wave Surfing Pink Shoes (F),Big Wave Surfing Pink Shoes (F)
PROPITEM_TXT_725245,Big Wave Surfing Pink Surf,Big Wave Surfing Pink Surf
PROPITEM_TXT_725246,Big Wave Surfing 4% Orange Set,Big Wave Surfing 4% Orange Set
PROPITEM_TXT_725247,Big Wave Surfing 4% Orange Set (M),Big Wave Surfing 4% Orange Set (M)
PROPITEM_TXT_725248,The Big Wave Surfing 4% Orange Set for male characters.,The Big Wave Surfing 4% Orange Set for male characters.
PROPITEM_TXT_725249,Big Wave Surfing Orange Hat (M),Big Wave Surfing Orange Hat (M)
PROPITEM_TXT_725250,Big Wave Surfing Orange Suit (M),Big Wave Surfing Orange Suit (M)
PROPITEM_TXT_725251,Big Wave Surfing Orange Shoes (M),Big Wave Surfing Orange Shoes (M)
PROPITEM_TXT_725252,Big Wave Surfing 4% Orange Set (F),Big Wave Surfing 4% Orange Set (F)
PROPITEM_TXT_725253,The Big Wave Surfing 4% Orange Set for female characters.,The Big Wave Surfing 4% Orange Set for female characters.
PROPITEM_TXT_725254,Big Wave Surfing Orange Hat (F),Big Wave Surfing Orange Hat (F)
PROPITEM_TXT_725255,Big Wave Surfing Orange Suit (F),Big Wave Surfing Orange Suit (F)
PROPITEM_TXT_725256,Big Wave Surfing Orange Shoes (F),Big Wave Surfing Orange Shoes (F)
PROPITEM_TXT_725257,Big Wave Surfing Orange Surf,Big Wave Surfing Orange Surf
PROPITEM_TXT_725258,Big Wave Surfing 2% Blue Set,Big Wave Surfing 2% Blue Set
PROPITEM_TXT_725259,Big Wave Surfing 2% Blue Set (M),Big Wave Surfing 2% Blue Set (M)
PROPITEM_TXT_725260,The Big Wave Surfing 2% Blue Set for male characters.,The Big Wave Surfing 2% Blue Set for male characters.
PROPITEM_TXT_725261,Big Wave Surfing Blue Hat (M),Big Wave Surfing Blue Hat (M)
PROPITEM_TXT_725262,Big Wave Surfing Blue Suit (M),Big Wave Surfing Blue Suit (M)
PROPITEM_TXT_725263,Big Wave Surfing Blue Shoes (M),Big Wave Surfing Blue Shoes (M)
PROPITEM_TXT_725264,Big Wave Surfing 2% Blue Set (F),Big Wave Surfing 2% Blue Set (F)
PROPITEM_TXT_725265,The Big Wave Surfing 2% Blue Set for female characters.,The Big Wave Surfing 2% Blue Set for female characters.
PROPITEM_TXT_725266,Big Wave Surfing Blue Hat (F),Big Wave Surfing Blue Hat (F)
PROPITEM_TXT_725267,Big Wave Surfing Blue Suit (F),Big Wave Surfing Blue Suit (F)
PROPITEM_TXT_725268,Big Wave Surfing Blue Shoes (F),Big Wave Surfing Blue Shoes (F)
PROPITEM_TXT_725269,Big Wave Surfing Blue Surf,Big Wave Surfing Blue Surf
PROPITEM_TXT_725270,Big Wave Surfing 2% White Set,Big Wave Surfing 2% White Set
PROPITEM_TXT_725271,Big Wave Surfing 2% White Set (M),Big Wave Surfing 2% White Set (M)
PROPITEM_TXT_725272,The Big Wave Surfing 2% White Set for male characters.,The Big Wave Surfing 2% White Set for male characters.
PROPITEM_TXT_725273,Big Wave Surfing White Hat (M),Big Wave Surfing White Hat (M)
PROPITEM_TXT_725274,Big Wave Surfing White Suit (M),Big Wave Surfing White Suit (M)
PROPITEM_TXT_725275,Big Wave Surfing White Shoes (M),Big Wave Surfing White Shoes (M)
PROPITEM_TXT_725276,Big Wave Surfing 2% White Set (F),Big Wave Surfing 2% White Set (F)
PROPITEM_TXT_725277,The Big Wave Surfing 2% White Set for female characters.,The Big Wave Surfing 2% White Set for female characters.
PROPITEM_TXT_725278,Big Wave Surfing White Hat (F),Big Wave Surfing White Hat (F)
PROPITEM_TXT_725279,Big Wave Surfing White Suit (F),Big Wave Surfing White Suit (F)
PROPITEM_TXT_725280,Big Wave Surfing White Shoes (F),Big Wave Surfing White Shoes (F)
PROPITEM_TXT_725281,Big Wave Surfing White Surf,Big Wave Surfing White Surf
PROPITEM_TXT_725282,Big Wave Surfing Costume Lucky Box,Big Wave Surfing Costume Lucky Box
PROPITEM_TXT_725283,This box contains a Big Wave Surfing Set with Speed Bonus. You can select your gender after opening the Lucky Box.,This box contains a Big Wave Surfing Set with Speed Bonus. You can select your gender after opening the Lucky Box.
PROPITEM_TXT_725284,Big Wave Surfing Red Flying Surf,Big Wave Surfing Red Flying Surf
PROPITEM_TXT_725285,Big Wave Surfing Purple Flying Surf,Big Wave Surfing Purple Flying Surf
PROPITEM_TXT_725286,Big Wave Surfing Burgundy Flying Surf,Big Wave Surfing Burgundy Flying Surf
PROPITEM_TXT_725287,Big Wave Surfing Pink Flying Surf,Big Wave Surfing Pink Flying Surf
PROPITEM_TXT_725288,Big Wave Surfing Orange Flying Surf,Big Wave Surfing Orange Flying Surf
PROPITEM_TXT_725289,Big Wave Surfing Blue Flying Surf,Big Wave Surfing Blue Flying Surf
PROPITEM_TXT_725290,Big Wave Surfing White Flying Surf,Big Wave Surfing White Flying Surf
PROPITEM_TXT_725291,Magical Kid Blue Weapon Set,Magical Kid Blue Weapon Set
PROPITEM_TXT_725292,Select which Magical Kid weapon skin you want to receive!,Select which Magical Kid weapon skin you want to receive!
PROPITEM_TXT_725293,Magical Kid Blue Big Axe,Magical Kid Blue Big Axe
PROPITEM_TXT_725294,Magical Kid Blue Big Sword,Magical Kid Blue Big Sword
PROPITEM_TXT_725295,Magical Kid Blue Axe,Magical Kid Blue Axe
PROPITEM_TXT_725296,Magical Kid Blue Stick,Magical Kid Blue Stick
PROPITEM_TXT_725297,Magical Kid Blue Knuckle,Magical Kid Blue Knuckle
PROPITEM_TXT_725298,Magical Kid Blue Bow,Magical Kid Blue Bow
PROPITEM_TXT_725299,Magical Kid Blue Yo-Yo,Magical Kid Blue Yo-Yo
PROPITEM_TXT_725300,Magical Kid Blue Staff,Magical Kid Blue Staff
PROPITEM_TXT_725301,Magical Kid Blue Force Gem,Magical Kid Blue Force Gem
PROPITEM_TXT_725302,Magical Kid Blue Shield,Magical Kid Blue Shield
PROPITEM_TXT_725303,Magical Kid Dark Weapon Set,Magical Kid Dark Weapon Set
PROPITEM_TXT_725304,Magical Kid Dark Big Axe,Magical Kid Dark Big Axe
PROPITEM_TXT_725305,Magical Kid Dark Big Sword,Magical Kid Dark Big Sword
PROPITEM_TXT_725306,Magical Kid Dark Axe,Magical Kid Dark Axe
PROPITEM_TXT_725307,Magical Kid Dark Stick,Magical Kid Dark Stick
PROPITEM_TXT_725308,Magical Kid Dark Knuckle,Magical Kid Dark Knuckle
