Key,English,Italian
UI_BATTLEPASS_MISSION_PLAYTIME,Stay online %s minutes,Stay online %s minutes
UI_CHRISTMAS_ATTENDANCE,Christmas Daily Quests,Christmas Daily Quests
UI_CHRISTMAS_ATTEND_DESC,Complete Santa's quest each day! Only during Christmas Holidays so don't miss a day!,Complete Santa's quest each day! Only during Christmas Holidays so don't miss a day!
UI_CATCH_THIEF_SANTA,Catch the Thief Santa!,Catch the Thief Santa!
UI_APP_LOTTERY_START,Spin!,Spin!
UI_APP_LOTTERY,Lottery,Lottery
UI_APP_LOTTERY_TIP,Displays the Lottery Menu.,Displays the Lottery Menu.
UI_APP_LOTTERY_NEEDEDCOUNT,You need %dx %s to spin the wheel,You need %dx %s to spin the wheel
UI_APP_LOTTERY_FREESPINTIMER,Next free spin in: %s,Next free spin in: %s
UI_APP_LOTTERY_FREESPINTIMER_READY,You can spin the wheel!!,You can spin the wheel!!
UI_LUCKYROULETTE,Lucky Roulette,Lucky Roulette
UI_LUCKYROULETTE_ATTENDANCE,Play for 24 hours to get 120 lottery coins to spend in the Lottery Wheel!,Play for 24 hours to get 120 lottery coins to spend in the Lottery Wheel!
UI_LUNAR_NEW_YEAR,Lunar New Year,Lunar New Year
UI_BATTLEPASS,Battle Pass,Battle Pass
UI_EVENTPASS,Update Pass,Update Pass
UI_ANNIVERSARYPASS,1 Year Anniversary Pass,1 Year Anniversary Pass
UI_TOOLTIP_BATTLEPASS,Expire at the end of %s.,Expire at the end of %s.
UI_VALENTINE_EVENT,Valentine's Day Event,Valentine's Day Event
UI_TOOLTIP_COOLDOWN_SECS,Cooldown: %.1f seconds,Cooldown: %.1f seconds
UI_DUNGEON_DEFEAT_MONSTER,Defeat %s,Defeat %s
UI_DUNGEON_DEFEAT_MONSTER_NN,Defeat %d/%d %s,Defeat %d/%d %s
UI_DUNGEON_DEFEAT_MONSTER_N,Defeat %dx %s,Defeat %dx %s
UI_CHARINFO_PK_COUNT,Player(s) Killed,Player(s) Killed
UI_CHARINFO_PK_STOLENCHIPS,PK Chips Stolen,PK Chips Stolen
UI_CHARINFO_PK_VALUE,PK Value,PK Value
UI_USETICKET,Use ticket!,Use ticket!
UI_TICKETCHANGE,Change Layer!,Change Layer!
UI_TICKET,Ticket Area,Ticket Area
UI_TICKETCHANNELSEL,Select a Layer,Select a Layer
UI_TICKETCHANNEL,Layer ,Layer 
UI_TICKETLEAVE,Leave Area,Leave Area
UI_TARGETITEMLEVEL,Required Target Level: %d,Required Target Level: %d
UI_DUNGEON_REQ_ITEM,Required Items:,Required Items:
UI_DUNGEON_MAX_ENTRY_COUNT,Max Entrance Per Day: %d / %d,Max Entrance Per Day: %d / %d
UI_DROP_DISTRIBUTE_TITLE,Loot Distribution,Loot Distribution
UI_DROP_DISTRIBUTE_INFO,"Either roll a random number for the above item, or pass if you are not interested. After the timer, the player with the highest number gets the item.","Either roll a random number for the above item, or pass if you are not interested. After the timer, the player with the highest number gets the item."
UI_DROP_DISTRIBUTE_ROLL,Need,Need
UI_DROP_DISTRIBUTE_PASS,Pass,Pass
UI_DROP_DISTRIBUTE_ROLL_TOOLTIP,Roll a number for a chance to get this item. Player with the highest roll wins.,Roll a number for a chance to get this item. Player with the highest roll wins.
UI_DROP_DISTRIBUTE_PASS_TOOLTIP,Pass on this item if you are not interested.,Pass on this item if you are not interested.
UI_DROP_DISTRIBUTE_RESULT,%s was awarded the item.,%s was awarded the item.
UI_DROP_DISTRIBUTE_RESULT_MAIL,A player who is no longer available has been mailed the item.,A player who is no longer available has been mailed the item.
UI_DROP_DISTRIBUTE_CURRENT,Item: %d/%d,Item: %d/%d
UI_TOOLTIP_MULTISTRIKE,Multistrike Chance,Multistrike Chance
UI_BATTLEPASS_MISSION_KILLMONSTER_PK,Hunt Monsters Lv.%s+ on PK Channel,Hunt Monsters Lv.%s+ on PK Channel
UI_BATTLEPASS_MISSION_KILLMONSTER2_PK,Hunt %s on PK Channel,Hunt %s on PK Channel
UI_BATTLEPASS_MISSION_CLEARDUNGEON,Clear Dungeon(s),Clear Dungeon(s)
UI_BATTLEPASS_MISSION_SAFETYPIERCING,Try Safe Piercing,Try Safe Piercing
UI_BATTLEPASS_MISSION_SAFETYPIERCING2,Try Safe Piercing On %s,Try Safe Piercing On %s
UI_BATTLEPASS_PIERCEWEAPON,Weapon,Armi
UI_BATTLEPASS_PIERCEARMOR,Armor,Armature
UI_BATTLEPASS_PIERCESHIELD,Shield,Scudi
UI_DUNGEON_RANKING_RESET,Ranking Reset: #b%s#nb,Ranking Reset: #b%s#nb
UI_DUNGEON_RANKING_CLEARTIME,Clear Time,Clear Time
UI_DUNGEON_RANKING_UPDATE,Updated every 5 minutes,Updated every 5 minutes
UI_PKUSEITEM,Only usable on PK channel,Only usable on PK channel
UI_TELEPORT_TITLE,Exit,Exit
UI_TELEPORT_MESSAGE,Do you want to exit the dungeon?,Do you want to exit the dungeon?
UI_DUNGEON_FREE_ENTRANCE,Free Entrance Used #b%d / %d#nb,Free Entrance Used #b%d / %d#nb
UI_CASHSHOP_MAXPURCHASE_DAILY,Maximum daily amount of purchases per character: %d,Maximum daily amount of purchases per character: %d
UI_BATTLEPASS_MISSION_CLEARDUNGEON2,Clear Dungeon %s,Clear Dungeon %s
UI_BATTLEPASS_MISSION_PK,Kill Players on PK Channel,Kill Players on PK Channel
UI_BATTLEPASS_MISSION_PREMIUMAREA,Consume a Ticket Item,Consume a Ticket Item
UI_BATTLEPASS_MISSION_PIERCINGCARD,Insert Piercing Card,Insert Piercing Card
UI_BATTLEPASS_MISSION_PIERCINGCARD2,Insert Piercing Card On %s,Insert Piercing Card On %s
UI_EVENTS_TITLE,Events,Events
UI_EVENTS_BANNER_TAB,Events,Events
UI_TOOLTOP_EVENTUSED,Collection effect ON,Collection effect ON
UI_EVENT_TIMELEFT_FORMAT,%s left,%s left
UI_EVENT_BANNER_SCHEDULE,%s ~ %s,%s ~ %s
UI_COSTUMECOLLECTION,Costume collection,Costume collection
UI_COSTUMECOLLECTION_DESC,Costume collection,Costume collection
UI_EVENTS_REWARD_RECEIVED,Received,Received
UI_EVENTS_COSTUME_COMPLETED,Completed,Completed
UI_EVENTS_COSTUME_SCORE,(%d),(%d)
UI_APP_EVENTS_TIP,Displays the events menu.,Displays the events menu.
UI_COSTUMECOLLECTION_GRP1,Lucky costumes,Lucky costumes
UI_COSTUMECOLLECTION_GRP1_SET1,Alien Octopus\nCostume Set,Alien Octopus\nCostume Set
UI_COSTUMECOLLECTION_GRP1_SET2,Rider\nCostume Set,Rider\nCostume Set
UI_COSTUMECOLLECTION_GRP1_SET3,Baby Shark\nCostume Set,Baby Shark\nCostume Set
UI_COSTUMECOLLECTION_GRP2,Existing costumes,Existing costumes
UI_COSTUMECOLLECTION_GRP2_SET1,FV-13 Power Armor\nCostume Set,FV-13 Power Armor\nCostume Set
UI_COSTUMECOLLECTION_GRP2_SET2,Space Samurai\nCostume Set,Space Samurai\nCostume Set
UI_COSTUMECOLLECTION_GRP2_SET3,Casual Hanbok\nCostume Set,Casual Hanbok\nCostume Set
UI_COSTUMECOLLECTION_GRP3,Event costumes,Event costumes
UI_COSTUMECOLLECTION_GRP3_SET1,Spy\nCostume Set\n(7Days),Spy\nCostume Set\n(7Days)
UI_COSTUMECOLLECTION_GRP3_SET2,Giraffe\nCostume Set\n(7Days),Giraffe\nCostume Set\n(7Days)
UI_COSTUMECOLLECTION_GRP3_SET3,Steam Punk\nCostume Set\n(7Days),Steam Punk\nCostume Set\n(7Days)
UI_COSTUMECOLLECTION_PART1,Hat,Hat
UI_COSTUMECOLLECTION_PART2,Suit,Suit
UI_COSTUMECOLLECTION_PART3,Gloves,Gloves
UI_COSTUMECOLLECTION_PART4,Boots,Boots
UI_ACHIEVEMENTS_SUBMITBTN,Submit,Submit
UI_ACHIEVEMENTS_SUBMITTIP,Submit your costumes!,Submit your costumes!
UI_BATTLEPASS_MISSION_SAFETYALL,Try Safe Upgrade or Piercing,Try Safe Upgrade or Piercing
UI_TOOLTIP_DST_UPGRADERATE,Upgrade Rate,Upgrade Rate
UI_ACHIEVEMENT_TITLE,Title '%s',Title '%s'
UI_EXCHANGE_1,1 Exchange,1 Exchange
UI_EXCHANGE_2,2 Exchanges,2 Exchanges
UI_EXCHANGE_3,3 Exchanges,3 Exchanges
UI_EXCHANGE_4,4 Exchanges,4 Exchanges
UI_EXCHANGE_5,5 Exchanges,5 Exchanges
UI_QUEST_TRIGGERCTRL,Open %s #cffc32f07#b%d/%d#nb#nc,Open %s #cffc32f07#b%d/%d#nb#nc
UI_QUEST_RESCUE_CHILDRENS,Rescue the Children(s) #cffc32f07#b%d/%d#nb#nc,Rescue the Children(s) #cffc32f07#b%d/%d#nb#nc
UI_GACHA_RESET_CONFIRM,Do you want to reset the gacha? You cannot cancel the action.,Do you want to reset the gacha? You cannot cancel the action.
UI_FITTINGROOM_REMOVE_FASHION,Remove Fashion,Remove Fashion
UI_FITTINGROOM_TIP,Preview the visuals of items on your character.,Preview the visuals of items on your character.
UI_FITTINGROOM_NEXT_TIP,Preview the next animation.,Preview the next animation.
UI_FITTINGROOM_PREV_TIP,Preview the previous animation.,Preview the previous animation.
UI_FITTINGROOM_PAUSE_TIP,Toggle the current animation playback state.,Toggle the current animation playback state.
UI_PVPCONTEST_TITLE,FWC PVP Registrations Board,FWC PVP Registrations Board
UI_PVPCONTEST_INFO,"Will your guild be the one to win the trip to Manila? \nTake your chance by participating in the FWC PVP Contest! \nRegister your guild, choose your top %d players, and battle until the end!","Will your guild be the one to win the trip to Manila? \nTake your chance by participating in the FWC PVP Contest! \nRegister your guild, choose your top %d players, and battle until the end!"
UI_PVPCONTEST_REGISTRATIONCOST,Registration cost:,Registration cost:
UI_PVPCONTEST_MINGUILDLEVEL,Min. Guild Level:,Min. Guild Level:
UI_PVPCONTEST_MAXPARTICIPATINGPLAYERS,Max participating players: ,Max participating players: 
UI_PVPCONTEST_REGISTEREDGUILDS,Registered Guilds (Count: %d),Registered Guilds (Count: %d)
UI_PVPCONTEST_REGISTER,Register,Register
UI_PVPCONTEST_LINEUP,Line up,Line up
UI_PVPCONTEST_REMAKE_MAKEUP,Would like to organize line up for FWC PVP Contest again?,Would like to organize line up for FWC PVP Contest again?
UI_PVPCONTEST_CONFIRM_LINEUP,Do you confirm the line up for FWC PVP Contest? You cannot change it after.,Do you confirm the line up for FWC PVP Contest? You cannot change it after.
UI_PVPCONTEST_SELECT_TITLE,Set Entry List for FWC PVP Contest,Set Entry List for FWC PVP Contest
UI_PVPCONTEST_SELECT_CONNECTED,Connected Guild Members,Connected Guild Members
UI_PVPCONTEST_SELECT_ENTRANT,Entrant List,Entrant List
UI_PVPCONTEST_SELECT_RIGHT_TIP,Add a connected Guild Member to the entrant list.,Add a connected Guild Member to the entrant list.
UI_PVPCONTEST_SELECT_LEFT_TIP,Delete a Guild Member from the entrant list.,Delete a Guild Member from the entrant list.
UI_PVPCONTEST_SELECT_UP_TIP,Arrange the selected Guild member to the upper side.,Arrange the selected Guild member to the upper side.
UI_PVPCONTEST_SELECT_DOWN_TIP,Arrange the selected Guild member to the lower side.,Arrange the selected Guild member to the lower side.
UI_PVPCONTEST_SELECT_COMPLETE,Complete,Complete
UI_PVPCONTEST_SELECT_COMPLETE_TIP,Complete the entry list.,Complete the entry list.
UI_PVPCONTEST_SELECT_REMAKE,Remake,Remake
UI_PVPCONTEST_SELECT_REMAKE_TIP,Remake the entry list.,Remake the entry list.
UI_PVPCONTEST_SELECT_INFO,Register your team. You can select a maximum of %d participating players. #b#cffff0000You CANNOT change the participating members later after registering.#nc#nb,Register your team. You can select a maximum of %d participating players. #b#cffff0000You CANNOT change the participating members later after registering.#nc#nb
UI_PVPCONTEST_SELECT_ENTRANT_TIP,A maximum of %d members can join the FWC PVP Contest. Choose your best players wisely.,A maximum of %d members can join the FWC PVP Contest. Choose your best players wisely.
UI_PVPCONTEST_SELECTMATCH,Select Match,Select Match
UI_PVPCONTEST_SELECTMATCH_TOOLTIP,Select today's match schedule.,Select today's match schedule.
UI_PVPCONTEST_MATCH_TITLE,Select today's match,Select today's match
UI_PVPCONTEST_MATCH_INFO,"Select today's match schedules. Please note that if you're not here in time, your opponent will receive an #binstant#nb win. You can only pick #bone#nb match per day.","Select today's match schedules. Please note that if you're not here in time, your opponent will receive an #binstant#nb win. You can only pick #bone#nb match per day."
UI_PVPCONTEST_MATCH_SELECT,Select match,Select match
UI_PVPCONTEST_TELEPORT,Your match will start in a few minutes. Do you want to teleport to the match arena? #b#cffff0000Declining means you won't be able to join later.#nc#nb,Your match will start in a few minutes. Do you want to teleport to the match arena? #b#cffff0000Declining means you won't be able to join later.#nc#nb
UI_PVPCONTEST_JOINWAR_RANDOM,Random,Random
UI_PVPCONTEST_JOINWAR_TITLE,Resurrection Location,Resurrection Location
UI_PVPCONTEST_JOINWAR_1_TIP,You have entered the 1st area.,You have entered the 1st area.
UI_PVPCONTEST_JOINWAR_2_TIP,You have entered the 2nd area.,You have entered the 2nd area.
UI_PVPCONTEST_JOINWAR_3_TIP,You have entered the 3rd area.,You have entered the 3rd area.
UI_PVPCONTEST_JOINWAR_4_TIP,You have entered the 4th area.,You have entered the 4th area.
UI_PVPCONTEST_JOINWAR_SELECT,Select the area you wish to enter.,Select the area you wish to enter.
UI_PVPCONTEST_JOINWAR_MSG,"After %d, you enter %s.","After %d, you enter %s."
UI_PVPCONTEST_SELECTEDMATCH,Your next match will start at: %s,Your next match will start at: %s
UI_STARTERPASS,Starter Pass,Starter Pass
UI_PETPASS,Pet Pass,Pet Pass
UI_PIERCINGPASS,Piercing Pass,Piercing Pass
UI_UPGRADEPASS,Upgrade Pass,Upgrade Pass
UI_ELEMENT_UPGRADEPASS,Element Upgrade Pass,Element Upgrade Pass
UI_PARTYPASS,Party Pass,Party Pass
UI_COSTUMEPASS,Costume Pass,Costume Pass
UI_BATTLEPASS_MISSION_PETSKILL,Use pet grace skill,Use pet grace skill
UI_BATTLEPASS_MISSION_PIERCING,"Attempt Weapon, Shield or Suit Piercing","Attempt Weapon, Shield or Suit Piercing"
UI_BATTLEPASS_MISSION_ELEMENT_SMELT,Attempt Elemental Upgrade,Attempt Elemental Upgrade
UI_BATTLEPASS_MISSION_ELEMENT_SAFETY_SMELT,Try safety upgrade (Elemental),Try safety upgrade (Elemental)
UI_BATTLEPASS_MISSION_ELEMENT_SMELT_SUCCESS,Reach gear element upgrade %s or above,Reach gear element upgrade %s or above
UI_BATTLEPASS_MISSION_NORMAL_SMELT,Attempt to Upgrade Gear or Accessories,Attempt to Upgrade Gear or Accessories
UI_BATTLEPASS_MISSION_NORMAL_SAFETY_SMELT,Try safety upgrade (Normal/Acc),Try safety upgrade (Normal/Acc)
UI_BATTLEPASS_MISSION_NORMAL_SMELT_SUCCESS,Gear or accessory upgrade %s or above,Gear or accessory upgrade %s or above
UI_BATTLEPASS_MISSION_PARTYKILLMONSTER,Kill Normal Monsters With Party,Kill Normal Monsters With Party
UI_BATTLEPASS_MISSION_PARTYKILLMONSTER2,Kill %s With Party,Kill %s With Party
UI_BATTLEPASS_MISSION_PARTYCLEARDUNGEON,Clear dungeon as a party,Clear dungeon as a party
UI_BATTLEPASS_MISSION_PARTYCLEARDUNGEON2,Clear Dungeon %s as a party,Clear Dungeon %s as a party
UI_BATTLEPASS_MISSION_PARTYPOINT,Obtain Party Skill points,Obtain Party Skill points
UI_BATTLEPASS_MISSION_COSTUMETRANSMUTATION,Put costume in wardrobe,Put costume in wardrobe
UI_BATTLEPASS_MISSION_GETCOSTUME,Obtain costumes,Obtain costumes
UI_BATTLEPASS_SAFETYSMELT_ELECARD,(Elemental),(Elemental)
UI_BATTLEPASS_SAFETYSMELT_POWERDICE,(Normal/Acc),(Normal/Acc)
UI_BATTLEPASS_MISSION_LEVELUP,Level Up,Level Up
UI_BATTLEPASS_MISSION_LEVELUP2,Reach Level %s,Reach Level %s
UI_BATTLEPASS_MISSION_JOBCHANGE_EXPERT,Do the 1st Job Change,Do the 1st Job Change
UI_BATTLEPASS_MISSION_JOBCHANGE_PROFESSIONAL,Do the 2nd Job Change,Do the 2nd Job Change
UI_BATTLEPASS_MISSION_SKILLMASTER,Increase a Skill to its Maximum Level,Increase a Skill to its Maximum Level
UI_BATTLEPASS_MISSION_KILLCATCHER,Hunt a Catcher Monster,Hunt a Catcher Monster
UI_BATTLEPASS_MISSION_CRAFTPETCANDY,Craft Pet Candy,Craft Pet Candy
UI_BATTLEPASS_MISSION_CRAFTPETCANDY2,Craft Pet Candy (%s),Craft Pet Candy (%s)
UI_BATTLEPASS_MISSION_JOINGUILD,Join a Guild,Join a Guild
UI_BATTLEPASS_MISSION_JOINPARTY,Join a Party,Join a Party
UI_BATTLEPASS_MISSION_GETPKCHIP,Obtain PK Chips,Obtain PK Chips
UI_BATTLEPASS_MISSION_FLYING,Travel %s km on a Flying Item,Travel %s km on a Flying Item
UI_BATTLEPASS_MISSION_KILLFLYMONSTER,Defeat Aerial Monsters,Defeat Aerial Monsters
UI_BATTLEPASS_MISSION_ACTIVEBEGINNERBUFF,Receive Buffs from the Buff Pang,Receive Buffs from the Buff Pang
UI_BATTLEPASS_MISSION_USECOMBOSKILL,Perform %s or More Combos Using the action slot,Perform %s or More Combos Using the action slot
UI_BATTLEPASS_MISSION_ACTIVEEQUIPSET,Have a set effect activated,Have a set effect activated
UI_BATTLEPASS_MISSION_KALGAS_ASSAULT,Finish Kalgas Assault,Finish Kalgas Assault
UI_BATTLEPASS_INFO2,End of the %s season: #b%s#nb (Server Time)\nPoints limit for this week: #b%d / %d#nb\n#iPoints earned through the Season missions are not included in the weekly limit.#ni,End of the %s season: #b%s#nb (Server Time)\nPoints limit for this week: #b%d / %d#nb\n#iPoints earned through the Season missions are not included in the weekly limit.#ni
UI_BATTLEPASS_INFO3,End of the %s season: #b%s#nb (Server Time)\n#ni\n#iSome rewards are enhanced after reaching level %d#ni,End of the %s season: #b%s#nb (Server Time)\n#ni\n#iSome rewards are enhanced after reaching level %d#ni
UI_BATTLEPASS_INFO4,End of the %s season: #b%s#nb (Server Time)\n#ni,End of the %s season: #b%s#nb (Server Time)\n#ni
UI_BATTLEPASS_INFO5,There is no expiration date for the Starter Pass and all players can use it.,There is no expiration date for the Starter Pass and all players can use it.
UI_QUEST_STARTABLE,Startable,Startable
UI_SUMMERPASS2023,Summer Pass,Summer Pass
UI_APP_SWITCHEQUIP_TIP,Displays the Switch Equip Menu.,Displays the Switch Equip Menu.
UI_APP_SWITCHEQUIP_DELETE,Delete,Delete
UI_APP_SWITCHEQUIP_SAVE,Save,Save
UI_APP_SWITCHEQUIP_COPY,Copy Equipment,Copy Equipment
UI_APP_SWITCHEQUIP_USE,Use,Use
UI_APP_SWITCHEQUIP_TITLE,Name ,Name 
UI_APP_SWITCHEQUIP_SWITCHLIST,Presets,Presets
UI_APP_SWITCHEQUIP_ERROR_NAME,You have to set a preset name!,You have to set a preset name!
UI_APP_SWITCHEQUIP_ERROR_NAMEFORMAT,The name you set for the preset is incorrect!,The name you set for the preset is incorrect!
UI_APP_SWITCHEQUIP_NEWSWITCH,Create new,Create new
UI_APP_SWITCHEQUIP_SHORTCUT,Make shortcut,Make shortcut
UI_APP_SWITCHEQUIP_PRESETNAME,Preset Name,Preset Name
UI_APP_SWITCHEQUIP_DELETE_TEXT,Are you sure you want to delete preset %s?,Are you sure you want to delete preset %s?
UI_APP_SWITCHEQUIP_DELETE_SELECT,You need to select a preset.,You need to select a preset.
UI_BATTLEPASS_MISSION_UNSAFETYALL,Try Upgrade or Piercing,Try Upgrade or Piercing
UI_LEVEL_REQUIRED,Available after level %d.,Available after level %d.
UI_QUEST_KILLSTEP_RWD,%d Monsters defeated: %s,%d Monsters defeated: %s
UI_QUEST_REWARDSTEP_ITEM,%s(%d),%s(%d)
UI_QUEST_KILLSTEP_COND,Defeat monsters (%d/%d),Defeat monsters (%d/%d)
UI_PVPCONTEST_TELEPORT_AUTOCLOSE,You have %d seconds to join.,You have %d seconds to join.
UI_PVPCONTEST_RANKING_DAILY,Today's Matchs,Today's Matchs
UI_PVPCONTEST_RANKING_PRELIMINARY,Preliminary,Preliminary
UI_PVPCONTEST_RANKING_BACKUP,Back-up,Back-up
UI_PVPCONTEST_RANKING_FINALS,Finals,Finals
UI_PVPCONTEST_RANKING_DESC,"This contains all the ranking data for the current FWC PVP Contest.\nIf only one guild has showed up in the preliminary's ranking, then that means it had no opponent!\n#b#uClick on a guild to see the participating players stats.#nu#nb","This contains all the ranking data for the current FWC PVP Contest.\nIf only one guild has showed up in the preliminary's ranking, then that means it had no opponent!\n#b#uClick on a guild to see the participating players stats.#nu#nb"
UI_PVPCONTEST_RANKING_TITLE,FWC PvP Contest Ranking,FWC PvP Contest Ranking
UI_PVPCONTEST_RANKING_RANKING,Ranking,Ranking
UI_PVPCONTEST_RANKING_RANK,Rank,Rank
UI_PVPCONTEST_RANKING_GUILDNAME,Guild Name,Guild Name
UI_PVPCONTEST_RANKING_POINTS_TOOLTIP,Points,Points
UI_PVPCONTEST_RANKING_KILLS_TOOLTIP,Kills,Kills
UI_PVPCONTEST_RANKING_DEATHS_TOOLTIP,Deaths,Deaths
UI_APP_INFO_PANG_HIDE,You can summon Info-Pang again by going to Menu > Helper > Info-Pang.,You can summon Info-Pang again by going to Menu > Helper > Info-Pang.
UI_APP_INFO_PANG_LIST,You can view this information again if you click Info-Pang > Right Click > Check the List.,You can view this information again if you click Info-Pang > Right Click > Check the List.
UI_PVPCONTEST_MATCHLIST_INFO,Here you can select a match and spectate it. #bNote: you will be invisible for participating players and will only be able to communicate with others spectators.#nb,Here you can select a match and spectate it. #bNote: you will be invisible for participating players and will only be able to communicate with others spectators.#nb
UI_PVPCONTEST_SPECTATE_INFO,Do you want to spectate that match? You will get teleported in the match arena.,Do you want to spectate that match? You will get teleported in the match arena.
UI_SERVERTRANSFER_TITLE,Server Transfer,Server Transfer
UI_SERVERTRANSFER_MSG,Select server:,Select server:
UI_SERVERTRANSFER_BASE_DESC,Select which server you want to transfer your character to. Please check the website for exact transfer rules.,Select which server you want to transfer your character to. Please check the website for exact transfer rules.
UI_SERVERTRANSFER_DESC,Note that transfer requests are done periodically so the transfer is not immediate after using the scroll.,Note that transfer requests are done periodically so the transfer is not immediate after using the scroll.
UI_SERVERTRANSFER_FWC_TITLE,FWC Server Transfer,FWC Server Transfer
UI_SERVERTRANSFER_FWC_DESC,The transfer will happen after the end of the FWC period and you can still login on your character meanwhile. If you are not sure then you can close this window and select on next login. You cannot change your choice after confirming.,The transfer will happen after the end of the FWC period and you can still login on your character meanwhile. If you are not sure then you can close this window and select on next login. You cannot change your choice after confirming.
UI_PVPCONTEST_SPECTATE_CAMERAMODE_1,Free Camera,Free Camera
UI_PVPCONTEST_SPECTATE_CAMERAMODE_2,Normal Camera,Normal Camera
UI_PVPCONTEST_SPECTATE_LEAVE,Leave spectating,Leave spectating
UI_PVPCONTEST_SPECTATE_TITLE,Spectating Settings,Spectating Settings
UI_FULLSCREEN_ERROR,Fullscreen is not available. If you use Safari press Share > Add to Home Screen and launch the game from your App List.,Fullscreen is not available. If you use Safari press Share > Add to Home Screen and launch the game from your App List.
UI_PVPCONTEST_RANKING_FINALISTS,Finalists,Finalists
UI_SERVERTRANSFER_CONFIRM,Are you sure you want to transfer your character to %s? You cannot change your choice after confirming.,Are you sure you want to transfer your character to %s? You cannot change your choice after confirming.
UI_RPS_INFO,RPS Game\nYou can do the Global Limited Gacha only if you win.,RPS Game\nYou can do the Global Limited Gacha only if you win.
UI_GACHA_DESC_GLOBAL_DAILY,"When you do the random Gacha, you can receive 1 of the items listed below.\nThe Random Gacha is global with all players on the server so please try to obtain the limited amount of prizes.\nThe quantity limit resets on 00:00 server time.","When you do the random Gacha, you can receive 1 of the items listed below.\nThe Random Gacha is global with all players on the server so please try to obtain the limited amount of prizes.\nThe quantity limit resets on 00:00 server time."
UI_RPS_REWARD_TITLE,Result,Result
UI_RPS_REWARD_TEXT,Would you like to accept the item?,Would you like to accept the item?
UI_RPS_REWARD_ACCEPT,Accept,Accept
UI_RPS_REWARD_DECLINE,Decline,Decline
UI_RPS_TITLE,Rock Paper Scissors,Rock Paper Scissors
UI_RPS_VS,VS,VS
UI_RPS_DEFEAT,You Lose!,You Lose!
UI_RPS_PAPER,Paper,Carta
UI_RPS_ROCK,Rock,Sasso
UI_RPS_SCISSORS,Scissors,Forbice
UI_RPS_WIN_TITLE,You Win!,You Win!
UI_GACHA_ACCEPT,Accept,Accept
UI_GACHA_DECLINE,Decline,Decline
UI_MSGBOX_PASTE,Paste,Paste
UI_MSGBOX_CUT,Cut,Cut
UI_GUILDBUFF_LEVEL,Activated Buff Level,Activated Buff Level
UI_GUILDBUFF_NEXTLEVEL,Next Level %s / %s,Next Level %s / %s
UI_GUILDBUFF_DONATE,Donation,Donation
UI_GUILDBUFF_TAB_LIST,Buff Information,Buff Information
UI_GUILDBUFF_TAB_TOKENS,Token Donation,Token Donation
UI_TOOLTIP_DST_DROP_EXP,Monster Exp and Drop,Monster Exp and Drop
UI_GUILD_TAB_BUFFS,Guild Buff,Guild Buff
UI_TOOLTIP_DST_SPEED_ALL,Attack & Casting Speed,Attack & Casting Speed
UI_GUILDBUFF_MEMBER,Member,Member
UI_GUILDBUFF_NONE,There is no donation yet. ,There is no donation yet. 
UI_TOOLTIP_BUYREQLV,Purchase requirement is level %d or higher,Purchase requirement is level %d or higher
UI_COSTUME_BOX_ITEM,Costume Box,Costume Box
UI_COSTUME_BOX_MATERIAL,Repair Hammer,Repair Hammer
UI_COSTUME_BOX_UPGRADE_PROB,Success: #b%s#nb,Success: #b%s#nb
UI_COSTUME_BOX_DECREASED,The Costume Box Upgrade Level has decreased,The Costume Box Upgrade Level has decreased
UI_MATERIAL_COUNT,%s x%d,%s x%d
UI_PURCHASE_LIMIT,Purchase Limit: %d / %d,Purchase Limit: %d / %d
UI_FITTINGROOM_BG,Background,Background
UI_OPTION_PRECISECURSOR,Pixel Perfect Cursor Selection,Pixel Perfect Cursor Selection
UI_WEBVIEW_OPEN,Please open your web browser to continue.,Please open your web browser to continue.
UI_BATTLEPASS_JAN,January %d Pass,January %d Pass
UI_BATTLEPASS_FEB,February %d Pass,February %d Pass
UI_BATTLEPASS_MAR,March %d Pass,March %d Pass
UI_BATTLEPASS_APR,April %d Pass,April %d Pass
UI_BATTLEPASS_MAY,May %d Pass,May %d Pass
UI_BATTLEPASS_JUN,June %d Pass,June %d Pass
UI_BATTLEPASS_JUL,July %d Pass,July %d Pass
UI_BATTLEPASS_AUG,August %d Pass,August %d Pass
UI_BATTLEPASS_SEP,September %d Pass,September %d Pass
UI_BATTLEPASS_OCT,October %d Pass,October %d Pass
UI_BATTLEPASS_NOV,November %d Pass,November %d Pass
UI_BATTLEPASS_DEC,December %d Pass,December %d Pass
UI_BATTLEPASS_MISSION_CONSECUTIVE_LOGIN,Login Consecutive %s days,Login Consecutive %s days
UI_BATTLEPASS_INFO6,End of the %s season: #b%s#nb (UTC Time)\nPoints limit for this week: #b%d / %d#nb\n#iPoints earned through the Season missions are not included in the weekly limit.#ni\n#iSome rewards are enhanced after reaching level %d#ni,End of the %s season: #b%s#nb (UTC Time)\nPoints limit for this week: #b%d / %d#nb\n#iPoints earned through the Season missions are not included in the weekly limit.#ni\n#iSome rewards are enhanced after reaching level %d#ni
UI_BATTLEPASS_INFO7,End of the %s season: #b%s#nb (UTC Time)\nPoints limit for this week: #b%d / %d#nb\n#iPoints earned through the Season missions are not included in the weekly limit.#ni,End of the %s season: #b%s#nb (UTC Time)\nPoints limit for this week: #b%d / %d#nb\n#iPoints earned through the Season missions are not included in the weekly limit.#ni
